Protein,p_ID
SESN1,p008135
BRINP1,p008136
POLR1A,p008137
RNF168,p008138
WIF1,p008139
SIRT7,p008140
SGOL2,p008141
GIGYF2,p008142
PTPN2,p008143
PITX3,p008144
NR4A2,p008145
IWS1,p008146
SIRT5,p008147
ZNF335,p008148
CCAR2,p008149
Stub1,p008150
TPX2,p008151
FOXL2,p008152
PEX11A,p008153
PEX11G,p008154
PEX25,p008155
PEX11E,p008156
RNF123,p008157
USP31,p008158
Plk2,p008159
AFF1,p008160
INCENP,p008161
DERL2,p008162
SEL1L,p008163
UBE4B,p008164
USP6,p008165
KDM4C,p008166
KDM4A,p008167
pop-1,p008168
MAPK6,p008169
WNK1,p008170
PLEKHA5,p008171
S100A9,p008172
MAP4K3,p008173
PRKCH,p008174
PAPOLA,p008175
GPS1,p008176
ESRRA,p008177
SERTAD2,p008178
ENC1,p008179
KLHL41,p008180
HIST1H4A,p008181
KANSL1,p008182
ATAD2,p008183
WSB1,p008184
CDCA4,p008185
SALL4,p008186
UL48,p008187
PRDM16,p008188
LCOR,p008189
ZNF224,p008190
SPHK2,p008191
MBTPS1,p008192
pry-1,p008193
axl-1,p008194
NUPR1,p008195
NANOG,p008196
BHLHE41,p008197
EZH1,p008198
CHD1L,p008199
SRY,p008200
SMARCC1,p008201
KAT6A,p008202
C19orf40,p008203
SENP1,p008204
JAG2,p008205
TNP2,p008206
UQCC1,p008207
CHRM2,p008208
HIST1H1A,p008209
MKRN1,p008210
HELLS,p008211
MCPH1,p008212
CEBPE,p008213
DMRT1,p008214
ELF2,p008215
EMX2,p008216
ETV4,p008217
H1F0,p008218
HLF,p008219
HOXA10,p008220
HOXC9,p008221
HOXC11,p008222
HOXD3,p008223
HOXD4,p008224
SP110,p008225
IRF5,p008226
IRF6,p008227
PRICKLE3,p008228
MEIS2,p008229
NFX1,p008230
PAX9,p008231
PKNOX1,p008232
POLR2D,p008233
RARB,p008234
SHOX2,p008235
SSX1,p008236
SSX5,p008237
SSX4,p008238
TBX2,p008239
TFAP2B,p008240
ZFY,p008241
ZNF23,p008242
ZNF41,p008243
ZNF70,p008244
ZNF137P,p008245
ZNF175,p008246
ZNF200,p008247
ZNF226,p008248
BRPF1,p008249
ZNF212,p008250
HIST1H2BJ,p008251
LDB2,p008252
FAIM3,p008253
EIF5B,p008254
PHF14,p008255
MAFB,p008256
SSX3,p008257
DENND4A,p008258
TRIM22,p008259
HOXB13,p008260
ZNF273,p008261
GTF2A1L,p008262
PRDM4,p008263
SCMH1,p008264
JADE2,p008265
SSBP3,p008266
ZKSCAN5,p008267
ZZZ3,p008268
HEYL,p008269
MED4,p008270
TLX3,p008271
ZNRD1,p008272
TAF9B,p008273
ZNF407,p008274
TBX20,p008275
HES4,p008276
ANKRD55,p008277
ZBTB3,p008278
PCBD2,p008279
INSM2,p008280
CHURC1,p008281
ZNF519,p008282
CNOT6L,p008283
ZNF396,p008284
FBXO6,p008285
WDR5B,p008286
NLE1,p008287
WDR12,p008288
WDR53,p008289
WDR59,p008290
WDR61,p008291
DACT1,p008292
KMT2B,p008293
SMARCA1,p008294
DCLRE1A,p008295
F2RL1,p008296
Cbl,p008297
SENP8,p008298
TSPY1,p008299
SERPINB5,p008300
CAC2,p008301
HOXA11,p008302
FOXN3,p008303
MLANA,p008304
Ctbp2,p008305
REPIN1,p008306
GMNN,p008307
vpr,p008308
tat,p008309
BCL7C,p008310
SETMAR,p008311
SIRT3,p008312
Fbxo32,p008313
MAGEA2,p008314
SAP30L,p008315
WIZ,p008316
NKX3-1,p008317
ryh1,p008318
GFI1B,p008319
DLC1,p008320
PROP1,p008321
ETV2,p008322
KDM3A,p008323
Oaz1,p008324
BAZ1B,p008325
TTI2,p008326
ZNF461,p008327
CHMP1B,p008328
MYSM1,p008329
VRK2,p008330
Ngfrap1,p008331
INSM1,p008332
PARP14,p008333
KLF15,p008334
FBXO27,p008335
UBASH3B,p008336
DLGAP5,p008337
Gug,p008338
ZNF318,p008339
UFC1,p008340
FASN,p008341
UBI4,p008342
csul,p008343
ZBTB2,p008344
ZNF420,p008345
EPC1,p008346
TBPL2,p008347
SNAI2,p008348
NKX3-2,p008349
skp2,p008350
OXA1L,p008351
HMX1,p008352
SRCAP,p008353
Mbd3,p008354
BRLF1,p008355
PRMT6,p008356
RSF1,p008357
ESCO2,p008358
MSL1,p008359
MSL3,p008360
ETV1,p008361
BRWD1,p008362
HSD11B2,p008363
Adrbk1,p008364
RRM3,p008365
RAD54L2,p008366
MTA3,p008367
HCVgp1,p008368
BCL6B,p008369
TUBB2B,p008370
PDX1,p008371
PTMS,p008372
RRP8,p008373
SETD8,p008374
Smr,p008375
ATXN1L,p008376
tubgcp3,p008377
pr-set7,p008378
epc2,p008379
BCL11B,p008380
VHLL,p008381
UHRF2,p008382
WWOX,p008383
RL2,p008384
SOCS6,p008385
SGT1,p008386
CYP4V2,p008387
TTC37,p008388
NF1,p008389
Agrn,p008390
TSSK6,p008391
MYEF2,p008392
HECW2,p008393
env,p008394
gag,p008395
nef,p008396
BST2,p008397
vif,p008398
gag-pol,p008399
CPA4,p008400
ATF7,p008401
MBD3L2,p008402
ATF7IP2,p008403
STK38,p008404
PKM,p008405
AICDA,p008406
FAM109A,p008407
FAM109B,p008408
MARCH8,p008409
COPRS,p008410
NR2E1,p008411
ANKRD12,p008412
HIF3A,p008413
Naa10,p008414
LRRFIP2,p008415
ANXA4,p008416
COQ8,p008417
Tfdp1,p008418
Epc1,p008419
CEP164,p008420
CAMK4,p008421
TBX3,p008422
Suds3,p008423
chaf1a,p008424
Rxra,p008425
UHRF1BP1,p008426
SARM1,p008427
CENPE,p008428
Incenp,p008429
CTF1,p008430
HIST1H2AB,p008431
HIST1H2BB,p008432
POL1,p008433
RPA49,p008434
ZNF76,p008435
OSBPL5,p008436
pkn-1,p008437
SUV420H1,p008438
TUBA1B,p008439
HTATIP2,p008440
ZCCHC12,p008441
HBZ,p008442
FAM175A,p008443
PAX7,p008444
CENPA,p008445
HESX1,p008446
CTNNBL1,p008447
NR1D2,p008448
PALB2,p008449
ABCB1,p008450
Ube2n,p008451
PJA2,p008452
SET1,p008453
"""E(z)""",p008454
DFG10,p008455
FAN1,p008456
POLN,p008457
CAPN1,p008458
Ndfip1,p008459
BLID,p008460
UFD2,p008461
APITD1,p008462
STRA13,p008463
USP12P1,p008464
ATAD5,p008465
RMI1,p008466
Ankmy2,p008467
LRIF1,p008468
ASH1L,p008469
ZNF395,p008470
ADNP,p008471
HSP82,p008472
Ror2,p008473
BCORL1,p008474
PAGR1,p008475
TAF8,p008476
RPE65,p008477
TAF3,p008478
NPPB,p008479
TRAPPC8,p008480
TRAPPC13,p008481
LRP6,p008482
KMT2E,p008483
CCDC6,p008484
GSG2,p008485
WAC,p008486
SAMSN1,p008487
C14orf169,p008488
IST1,p008489
KDM4D,p008490
RREB1,p008491
LAS1L,p008492
Kdm4c,p008493
TAF12,p008494
RNQ1,p008495
PPP1R12A,p008496
DNAJA2,p008497
SUPT6H,p008498
Supt6,p008499
GEMIN2,p008500
SSPN,p008501
HOXD13,p008502
LPIN1,p008503
ZNF382,p008504
PFI0930c,p008505
NUTM1,p008506
KDM1B,p008507
WHSC1L1,p008508
NTMT1,p008509
PBRM1,p008510
RPL4,p008511
DEC1,p008512
ZNF711,p008513
BYRF1,p008514
CENPV,p008515
RPS27L,p008516
WFS1,p008517
ESCO1,p008518
HIST2H3C,p008519
HELQ,p008520
UBR1,p008521
BKRF1,p008522
ROBO1,p008523
runx2b,p008524
vpu,p008525
CKS1,p008526
Xrcc6,p008527
Atm,p008528
Atr,p008529
Chek2,p008530
FANCB,p008531
INTS5,p008532
ZC3H13,p008533
OBFC1,p008534
Gli2,p008535
Zswim2,p008536
MRPL36,p008537
EXTL3,p008538
UBE4A,p008539
PPP1R3C,p008540
NR1D1,p008541
HIST1H2BA,p008542
HIST1H4C,p008543
EIF2AK4,p008544
PPP1R10,p008545
Gata4,p008546
Ep300,p008547
Cdk9,p008548
FBXL5,p008549
Rnf111,p008550
PPP6R1,p008551
PPP6R2,p008552
PPP6R3,p008553
EGLN3,p008554
Myog,p008555
EDEM1,p008556
Rybp,p008557
Fbxl20,p008558
ZNF746,p008559
MDH1,p008560
AKR1B10,p008561
park,p008562
FBXO45,p008563
FOXRED2,p008564
DNAJC10,p008565
Glis3,p008566
RNF34,p008567
RFFL,p008568
CHMP5,p008569
PI4K2B,p008570
PI4K2A,p008571
MAVS,p008572
MARCH5,p008573
"""Su(var)205""",p008574
MIIP,p008575
FILIP1,p008576
ADARB1,p008577
RPS27A,p008578
RPS7,p008579
RNF6,p008580
K07C5.3,p008581
APLF,p008582
spry2,p008583
VASH1,p008584
CCDC23,p008585
SNX18,p008586
SIAH1P1,p008587
F12,p008588
FAF1,p008589
Twist1,p008590
twist1-a,p008591
ANKS1B,p008592
ANKS1A,p008593
Usp2,p008594
SASS6,p008595
ZFAND6,p008596
GDAP1,p008597
RNF185,p008598
HAX1,p008599
PXK,p008600
SSU72,p008601
STAG2,p008602
FAM175B,p008603
ETV5,p008604
UBTD2,p008605
ZNRF4,p008606
ZNF281,p008607
SCN8A,p008608
ZNF143,p008609
ANAPC4,p008610
VPS35,p008611
VPS29,p008612
FAM21C,p008613
KIAA1033,p008614
TAS2R13,p008615
NDFIP1,p008616
TUBB,p008617
ACTR5,p008618
ACTR8,p008619
INO80C,p008620
INO80D,p008621
NFRKB,p008622
SIRT4,p008623
Zfp521,p008624
GNL3L,p008625
UBR2,p008626
TSPYL5,p008627
MSL2,p008628
MIB1,p008629
Fbxo45,p008630
UNC13A,p008631
NEURL1,p008632
G6PD,p008633
CLTA,p008634
PPME1,p008635
PPP2R2B,p008636
PPP2R2D,p008637
PDS5B,p008638
SMC2,p008639
ICT1,p008640
PAPD5,p008641
PAPD7,p008642
ZCCHC7,p008643
SOX4,p008644
CD86,p008645
IPO8,p008646
ANKZF1,p008647
Uhrf1,p008648
WFDC5,p008649
Mapk13,p008650
TBRG1,p008651
BAIAP2L1,p008652
MTMR4,p008653
ABTB1,p008654
DNTTIP1,p008655
RNF139,p008656
RTF1,p008657
RNF122,p008658
RNF187,p008659
RFWD3,p008660
KATNA1,p008661
FOXN2,p008662
Nedd4l,p008663
SPSB1,p008664
SPSB4,p008665
Mib1,p008666
SCNN1D,p008667
ARID2,p008668
HIST2H4A,p008669
ZXDC,p008670
PNRC2,p008671
ARL6IP5,p008672
HERC2,p008673
DUSP23,p008674
PSD4,p008675
IL17A,p008676
SCAP,p008677
SFMBT1,p008678
DEPTOR,p008679
CORO7,p008680
KLHL21,p008681
KLHL9,p008682
TRIM44,p008683
UBXN7,p008684
UBXN1,p008685
UBXN8,p008686
UBXN10,p008687
ASPSCR1,p008688
"""His2A:CG31618""",p008689
"""His2B:CG17949""",p008690
"""His3:CG31613""",p008691
"""His4:CG31611""",p008692
JKAMP,p008693
HMGCR,p008694
FBXO8,p008695
RNF13,p008696
LIN54,p008697
LIN52,p008698
RORB,p008699
NR1I3,p008700
HNF4G,p008701
"""tV(UAC)Q""",p008702
"""tI(GAU)Q""",p008703
NUP82,p008704
NUP159,p008705
MIA40,p008706
CHCHD4,p008707
PNMA1,p008708
PRR5,p008709
Ybx1,p008710
Stag2,p008711
Dctn1,p008712
Rab5c,p008713
Lin54,p008714
Anapc13,p008715
Bub1b,p008716
Haus4,p008717
Tubg1,p008718
Cdca5,p008719
Cep152,p008720
Cdc5l,p008721
Poc1b,p008722
1810055G02Rik,p008723
Kif1c,p008724
Prpf8,p008725
Cep131,p008726
Snw1,p008727
Nhp2l1,p008728
Cdk1,p008729
Soga1,p008730
Dync1h1,p008731
Tubb4b,p008732
Tubgcp2,p008733
Mprip,p008734
Tubgcp3,p008735
Dynll1,p008736
Mki67,p008737
Taf15,p008738
Ndc80,p008739
Eif3a,p008740
Gm9174,p008741
Edc4,p008742
Cep76,p008743
Cnot3,p008744
Knstrn,p008745
Kat8,p008746
Cep350,p008747
AI837181,p008748
Cdc20,p008749
Sf3a1,p008750
Tubb5,p008751
Haus1,p008752
Copa,p008753
Mis12,p008754
Sgol1,p008755
Cep72,p008756
Mad2l1,p008757
Anapc1,p008758
Rmi1,p008759
Fam107b,p008760
Trim28,p008761
Top3a,p008762
Them6,p008763
Sass6,p008764
Cep170,p008765
Itsn2,p008766
Recql4,p008767
Capza1,p008768
Bud13,p008769
Ddb1,p008770
Plk1,p008771
Dync1i2,p008772
Trim69,p008773
Clp1,p008774
Cep55,p008775
Aurkb,p008776
Nek9,p008777
Bmpr1a,p008778
Shcbp1,p008779
Smc6,p008780
Erh,p008781
Uba1,p008782
Ppp1r10,p008783
Shoc2,p008784
Cd2ap,p008785
Kif23,p008786
Tipin,p008787
Zwint,p008788
Ikbip,p008789
Cdc16,p008790
Haus6,p008791
Bach1,p008792
Nup188,p008793
Bcl7b,p008794
Anapc5,p008795
Dctn2,p008796
Anapc2,p008797
Tor1aip1,p008798
Sgol2,p008799
Cdc23,p008800
Fam134a,p008801
Nup98,p008802
Tpr,p008803
Actr1a,p008804
Ttll12,p008805
Akap12,p008806
Spag5,p008807
B4galt1,p008808
Aif1l,p008809
Bap1,p008810
Ddx41,p008811
Mzt1,p008812
Tacc3,p008813
Casc5,p008814
Espl1,p008815
Top2b,p008816
Nrip3,p008817
Fam129b,p008818
Lsm14a,p008819
Zw10,p008820
Mical3,p008821
Ercc6l,p008822
Mzt2,p008823
Nipbl,p008824
WAPAL,p008825
Ranbp2,p008826
Ccdc15,p008827
Rhoa,p008828
Nup214,p008829
Cct7,p008830
Rassf1,p008831
Dctn3,p008832
Ckap5,p008833
Cct3,p008834
Cetn2,p008835
Rab8a,p008836
Cul3,p008837
Ctcf,p008838
Timeless,p008839
Anapc16,p008840
Obfc1,p008841
Kifc5b,p008842
Mad2l2,p008843
Eda2r,p008844
Cep120,p008845
Ogg1,p008846
Gorasp1,p008847
Pafah1b1,p008848
Hnrnph1,p008849
Nup107,p008850
Ndc1,p008851
Ppp2r1a,p008852
Proser1,p008853
Ddx21,p008854
Haus8,p008855
Pds5a,p008856
Csk,p008857
Cdc27,p008858
Cdca8,p008859
Anln,p008860
Gtf3c6,p008861
Cdc25b,p008862
Ube2c,p008863
Orc1,p008864
Cdc6,p008865
Mau2,p008866
Racgap1,p008867
Chmp3,p008868
Xpo1,p008869
D16Ertd472e,p008870
Eea1,p008871
Rad21,p008872
Dsn1,p008873
Chek1,p008874
Dtl,p008875
Plk4,p008876
Kctd5,p008877
Fgfr1op,p008878
Nedd1,p008879
Naa15,p008880
Cep78,p008881
Cep135,p008882
Stk38,p008883
Nup88,p008884
Cenpe,p008885
Ttk,p008886
Mad2l1bp,p008887
Haus3,p008888
Rpl35,p008889
Kif20a,p008890
Papss1,p008891
FGFR1OP,p008892
Haus7,p008893
Lyplal1,p008894
Slc25a4,p008895
Preb,p008896
Fancc,p008897
Pcna,p008898
Yipf4,p008899
Haus2,p008900
Rmdn3,p008901
Tuba1b,p008902
Kif4,p008903
Eif4a3,p008904
Esco1,p008905
Cct2,p008906
Ect2,p008907
Tmem63b,p008908
Hsd17b7,p008909
Pttg1,p008910
Nup155,p008911
Gatm,p008912
Lck,p008913
Cnbp,p008914
Bsdc1,p008915
Kpnb1,p008916
Naa50,p008917
ZNF516,p008918
FBXO42,p008919
ULP1,p008920
GORAB,p008921
CRB2,p008922
SOD2,p008923
ZFYVE28,p008924
Trim3,p008925
Ksr1,p008926
ATXN3L,p008927
Cdk4,p008928
MARCH6,p008929
KCNH1,p008930
TTC3,p008931
WDHD1,p008932
FBXL14,p008933
LATS2,p008934
NDRG2,p008935
ERLIN1,p008936
ERLIN2,p008937
Prkaca,p008938
MSR1,p008939
DYNLT1,p008940
TOM70,p008941
TRIM40,p008942
SRGAP1,p008943
MVB12A,p008944
MVB12B,p008945
MC2R,p008946
CRBN,p008947
HLA-DRB4,p008948
HLA-DRB5,p008949
EXOC1,p008950
GLIS2,p008951
EBNA-LP,p008952
HACE1,p008953
ASB9,p008954
CKMT1B,p008955
CKMT1A,p008956
EIF3M,p008957
Gbp4,p008958
ZFP91,p008959
ark1,p008960
NCAPH,p008961
CLEC4G,p008962
ASXL1,p008963
GNG2,p008964
Ric8b,p008965
IRAK3,p008966
DHX58,p008967
IFIH1,p008968
AZI2,p008969
NLRX1,p008970
OAS3,p008971
TMEM173,p008972
TICAM2,p008973
TXLNA,p008974
TXLNG,p008975
CMTM6,p008976
DUSP7,p008977
ZBED8,p008978
C7orf25,p008979
MESDC2,p008980
CCL21,p008981
NDUFA12,p008982
TUBGCP3,p008983
RABEPK,p008984
RAP1B,p008985
RDH11,p008986
DCK,p008987
CSNK1G1,p008988
CRABP1,p008989
KEL,p008990
PTPRO,p008991
UROD,p008992
FZD4,p008993
FAM118B,p008994
CENPU,p008995
KCNE3,p008996
MOB3B,p008997
SDHC,p008998
INPP1,p008999
HLA-DPB1,p009000
NDUFA2,p009001
AK4,p009002
TTC19,p009003
FHL1,p009004
CDIPT,p009005
TRIM13,p009006
QRSL1,p009007
HSD17B10,p009008
BCS1L,p009009
UFM1,p009010
HAAO,p009011
SNX24,p009012
CHDH,p009013
NDUFB11,p009014
COMMD8,p009015
UBXN2A,p009016
RPN2,p009017
B3GALT4,p009018
SEP15,p009019
WARS,p009020
ARHGEF6,p009021
MRM1,p009022
CDK2AP2,p009023
PPHLN1,p009024
HMGCL,p009025
FRZB,p009026
C11orf58,p009027
Nos1,p009028
HSPA14,p009029
CCP110,p009030
CEP97,p009031
MIP,p009032
KCNN4,p009033
KCNN3,p009034
ANKRD32,p009035
RN5S1@,p009036
TRE17,p009037
RAG2,p009038
Itsn1,p009039
NRGN,p009040
Klhl2,p009041
GBA,p009042
Mdm2,p009043
Asb4,p009044
Grm5,p009045
TRPV6,p009046
THAP11,p009047
MOXD1,p009048
Rsad2,p009049
Pcyt1a,p009050
Jdp2,p009051
AQP2,p009052
Prkcg,p009053
Camk2n1,p009054
Mapk3,p009055
ARRDC2,p009056
PDI1,p009057
msl-1,p009058
msl-2,p009059
DSK2,p009060
Socs1,p009061
Socs2,p009062
Socs3,p009063
Socs4,p009064
Socs5,p009065
Socs7,p009066
Cish,p009067
Dusp9,p009068
PIWIL1,p009069
RS1,p009070
TRIM8,p009071
ube2i,p009072
INTS10,p009073
UBE3D,p009074
LLGL1,p009075
Grm2,p009076
Grm4,p009077
Grm6,p009078
Grm8,p009079
ZNF346,p009080
NEIL2,p009081
AURKC,p009082
PSMB1,p009083
IQCB1,p009084
Shprh,p009085
GTF2H3,p009086
TRIAP1,p009087
PLCD1,p009088
MAGEB18,p009089
MAGEA2B,p009090
MAGEA3,p009091
MAGEC2,p009092
MAGEE1,p009093
NSMCE1,p009094
Pml,p009095
CNOT4,p009096
Mdm4,p009097
BFAR,p009098
FCHO2,p009099
NNAT,p009100
Notch1,p009101
PPP1R13B,p009102
JMJD6,p009103
Tceb3,p009104
Trim2,p009105
SMARCAD1,p009106
Cacnb1,p009107
Acvr1b,p009108
CACNB1,p009109
RIM15,p009110
HHV8GK18_gp80,p009111
Dnajc7,p009112
UBN1,p009113
TON1A,p009114
EXOC6,p009115
CNEP1R1,p009116
DYX1C1,p009117
Crnkl1,p009118
Epha4,p009119
UL56,p009120
CDHR1,p009121
PROM1,p009122
Ntrk2,p009123
Myod1,p009124
Mef2d,p009125
Mef2c,p009126
Ubc,p009127
XRS2,p009128
CD3G,p009129
ZFP42,p009130
YY2,p009131
SCARB1,p009132
Psmb4,p009133
Psmd14,p009134
Psma2,p009135
Adrm1,p009136
ABCA13,p009137
RCAN3,p009138
FST,p009139
DDN,p009140
AGR3,p009141
NMT2,p009142
Lama1,p009143
LAMB1,p009144
SETD6,p009145
HAUS4,p009146
HAUS3,p009147
HAUS1,p009148
HAUS2,p009149
HAUS5,p009150
HAUS7,p009151
HAUS8,p009152
HAUS6,p009153
NEDD1,p009154
Akt1,p009155
KDM4B,p009156
PET100,p009157
PET117,p009158
COX14,p009159
COA1,p009160
PCID2,p009161
Usp7,p009162
nedd4l,p009163
Scnn1a,p009164
ZFP57,p009165
NCAPH2,p009166
LDB3,p009167
Fgf1,p009168
Fgf3,p009169
NCAPD3,p009170
cdc25a,p009171
AT3G12630,p009172
Mib2,p009173
dll1,p009174
CENPQ,p009175
CENPP,p009176
lqf,p009177
clint1-a,p009178
ZC3H15,p009179
SCN3A,p009180
CASC5,p009181
KIAA0319,p009182
MADD,p009183
PLXNA2,p009184
TBC1D4,p009185
PLXND1,p009186
RRP12,p009187
CELSR3,p009188
LRP4,p009189
THSD7A,p009190
KIAA1549,p009191
THSD7B,p009192
TANGO6,p009193
MEGF10,p009194
Rere,p009195
Mta2,p009196
UL27,p009197
DREB2A,p009198
ctnnb1-a,p009199
pin1-a,p009200
IMPACT,p009201
dld,p009202
mib1,p009203
Itpr3,p009204
WISP2,p009205
cdknx,p009206
Rel,p009207
Skp2,p009208
Rnf2,p009209
Ring1,p009210
CPT2,p009211
KBTBD13,p009212
NUP88,p009213
HOXB4,p009214
ATL1,p009215
UBC4,p009216
SH3BP4,p009217
URM1,p009218
CTU1,p009219
msl-3,p009220
Kdm4A,p009221
Kdm4B,p009222
Cdk2,p009223
CEP76,p009224
CEP290,p009225
TRIM16,p009226
SDG26,p009227
vIRF-3,p009228
SENP6,p009229
FBXL7,p009230
PLAGL2,p009231
RBPJP3,p009232
KDM5D,p009233
FBXL2,p009234
NLRP4,p009235
DTX4,p009236
HIV2gp3,p009237
DESI1,p009238
HOXC4,p009239
MR1,p009240
HINFP,p009241
MERTK,p009242
HSP104,p009243
tor2,p009244
MAP9,p009245
PSMA8,p009246
GMDS,p009247
APLP2,p009248
TRAT1,p009249
RASSF3,p009250
COL11A1,p009251
LOC396905,p009252
PSMD8,p009253
TXNL1,p009254
RNU1-1,p009255
PIPSL,p009256
IL9R,p009257
NGLY1,p009258
SPRTN,p009259
TSPYL2,p009260
PSMD3,p009261
HOTAIR,p009262
CDKN2B-AS1,p009263
EPC2,p009264
rpn10,p009265
Os05g0125000,p009266
KDM3B,p009267
HIST3H2A,p009268
RPL34,p009269
PSMB2,p009270
PSMB3,p009271
PSMB6,p009272
PSMB7,p009273
ANGPTL4,p009274
EBNA3B,p009275
EBNA3A,p009276
POLI,p009277
SAMHD1,p009278
TBXA2R,p009279
SH3RF2,p009280
SERPINA10,p009281
PSMB9,p009282
alien,p009283
UL114,p009284
PHF20,p009285
TRIM5,p009286
Psmc3,p009287
SLC26A8,p009288
K8,p009289
XBP1P1,p009290
PDC,p009291
Rad23a,p009292
Psmc5,p009293
CDAN1,p009294
ATP6V0D2,p009295
UM03200.1,p009296
PLAA,p009297
FGF23,p009298
Sap18,p009299
HHV8GK18_gp81,p009300
SKA2,p009301
SPC24,p009302
HIP1R,p009303
ARAP3,p009304
DPF3,p009305
LIMK2,p009306
Ppp3cb,p009307
Amph,p009308
Ap2a1,p009309
ZBTB7C,p009310
PCGF5,p009311
PHC3,p009312
CBX6,p009313
CLAM,p009314
BTN2,p009315
NDUFS3,p009316
SYNE2,p009317
C9orf3,p009318
SUN2,p009319
CHMP4C,p009320
CHMP4B,p009321
TRIML1,p009322
ORF50,p009323
IFI16,p009324
ALG2,p009325
Traf6,p009326
ASZ1,p009327
CEP55,p009328
VPS37D,p009329
TOM1L1,p009330
RXFP1,p009331
RXFP3,p009332
Cebpb,p009333
GTF3C1,p009334
cdk2,p009335
cdk7,p009336
ATCAY,p009337
FAM8A1,p009338
TYR,p009339
SARAF,p009340
RPN1,p009341
PRMT8,p009342
Crem,p009343
Mapk7,p009344
DNAJB2,p009345
Tap2,p009346
SALL3,p009347
MPHOSPH8,p009348
CCDC8,p009349
FRMD4A,p009350
BACE1,p009351
SYNPO2,p009352
Stam2,p009353
RWDD3,p009354
TRIM10,p009355
TRIM50,p009356
TRIM38,p009357
TRIM45,p009358
tbc-8,p009359
TRIM9,p009360
BNIP3P6,p009361
HIST3H2BB,p009362
SETD3,p009363
ARHGAP31,p009364
RASSF6,p009365
FAT1,p009366
HIST1H4F,p009367
SAV1,p009368
Trim30a,p009369
HDGFRP2,p009370
MUM1,p009371
Dact1,p009372
Dact2,p009373
Dact3,p009374
GINS4,p009375
GINS1,p009376
GABRR1,p009377
Arf6,p009378
TOM1L2,p009379
PTCRA,p009380
LMP1,p009381
PSMB8,p009382
TDRD3,p009383
EPHB6,p009384
PLSCR3,p009385
lnx2b,p009386
tcf7l1a,p009387
HIST1H1B,p009388
UBAP1,p009389
CISD2,p009390
UBL7,p009391
SEC31A,p009392
MAFIP,p009393
HIST1H4I,p009394
FCER1A,p009395
Syk,p009396
KLRAP1,p009397
TNIP2,p009398
ERRFI1,p009399
ZFP1,p009400
MFN2,p009401
C1orf86,p009402
MOB1B,p009403
MOB3A,p009404
MOB3C,p009405
RHBDL3,p009406
Rc3h1,p009407
CASP12,p009408
vpx,p009409
KIF26B,p009410
ATP8A2,p009411
Lyn,p009412
otub-1,p009413
MTUS1,p009414
PRAME,p009415
LAPTM4A,p009416
LAPTM4B,p009417
cdt1,p009418
fen1-a,p009419
TBC1D25,p009420
FBXO25,p009421
Rnf4,p009422
PALLD,p009423
MUL1,p009424
EEF2K,p009425
ZNF451,p009426
FBXO44,p009427
Mlst8,p009428
Rptor,p009429
Cul4a,p009430
RHOBTB3,p009431
HTR7,p009432
ATG8,p009433
QSOX1,p009434
NEURL3,p009435
TNFAIP1,p009436
KCTD10,p009437
SPAST,p009438
Park2,p009439
SOCS4,p009440
DERL3,p009441
ZP3,p009442
NLRP3,p009443
NLRP2,p009444
LTN1,p009445
AMOTL1,p009446
ARMC8,p009447
LITAF,p009448
Rangap1,p009449
TRIM55,p009450
CBLL1,p009451
MAK,p009452
ERCC8,p009453
LAMP2,p009454
SERPINA1,p009455
ERLEC1,p009456
DNAJA4,p009457
TGM1,p009458
FBXO33,p009459
Fbxw7,p009460
LMP2A,p009461
ZYG11B,p009462
U90,p009463
MYBPC3,p009464
RAB40B,p009465
PCMTD2,p009466
ZNRF3,p009467
RNF182,p009468
KIAA0368,p009469
ANK2,p009470
CPD,p009471
CEP170B,p009472
ANKRD17,p009473
GAREML,p009474
ZNF483,p009475
CTRC,p009476
UL21A,p009477
CKAP2,p009478
FBXO17,p009479
NEURL1B,p009480
LIMD1,p009481
WTIP,p009482
LPP,p009483
PGP,p009484
sina,p009485
MEPE,p009486
SMUG1,p009487
PIWIL2,p009488
Pam,p009489
ZNRF2,p009490
KLHL7,p009491
TRIM59,p009492
PID1,p009493
AURKAIP1,p009494
Prkaa2,p009495
Atg3,p009496
BGLF4,p009497
FBXL4,p009498
TRAM1,p009499
US11,p009500
NOTCH4,p009501
ULBP1,p009502
WDFY3,p009503
CCM2,p009504
TFAP4,p009505
ZNF131,p009506
BPLF1,p009507
ECH1,p009508
GPRASP2,p009509
GDF9,p009510
ZNF33B,p009511
BROX,p009512
Asap1,p009513
Edem1,p009514
PfPK6,p009515
FZD2,p009516
Ube2e1,p009517
Arhgef7,p009518
SLC6A2,p009519
MYOF,p009520
MMAA,p009521
PRD,p009522
MANEA,p009523
TENM1,p009524
KSR1,p009525
BCAM,p009526
U95,p009527
CBF2,p009528
UBC9,p009529
MOT2,p009530
UBC5,p009531
TEX14,p009532
STAB1,p009533
NAF1,p009534
KCTD6,p009535
Rev1,p009536
PLIN2,p009537
ELSPBP1,p009538
RAD23,p009539
ANXA13,p009540
TBC1D3,p009541
TRIM36,p009542
FBXO3,p009543
NMRAL1,p009544
uspl1,p009545
CDC4,p009546
DMTF1,p009547
ADRA2A,p009548
DGKI,p009549
Ufd1l,p009550
Nploc4,p009551
ZCCHC11,p009552
GZMK,p009553
MTRNR2L1,p009554
RHOBTB1,p009555
SRPRB,p009556
Vhl,p009557
