NoncodeGeneID,l_ID
NONMMUG023418.2,l17562
NONMMUG023419.2,l17563
NONMMUG021918.2,l17564
NONMMUG023420.2,l17565
NONMMUG067085.1,l17566
NONMMUG023422.2,l17567
NONMMUG023423.2,l17568
NONMMUG023425.2,l17569
NONMMUG023426.2,l17570
NONMMUG023427.2,l17571
NONMMUG023428.2,l17572
NONMMUG067087.1,l17573
NONMMUG023429.2,l17574
NONMMUG021919.2,l17575
NONMMUG067088.1,l17576
NONMMUG023432.2,l17577
NONMMUG023433.2,l17578
NONMMUG023435.2,l17579
NONMMUG092128.1,l17580
NONMMUG023441.2,l17581
NONMMUG023443.2,l17582
NONMMUG023444.2,l17583
NONMMUG023445.2,l17584
NONMMUG023446.2,l17585
NONMMUG023449.2,l17586
NONMMUG023448.2,l17587
NONMMUG023451.2,l17588
NONMMUG096694.1,l17589
NONMMUG023453.2,l17590
NONMMUG023454.3,l17591
NONMMUG023455.2,l17592
NONMMUG023456.2,l17593
NONMMUG023457.2,l17594
NONMMUG023458.2,l17595
NONMMUG023459.2,l17596
NONMMUG023460.2,l17597
NONMMUG023461.2,l17598
NONMMUG023462.2,l17599
NONMMUG023468.2,l17600
NONMMUG023469.2,l17601
NONMMUG023470.2,l17602
NONMMUG023471.2,l17603
NONMMUG023476.3,l17604
NONMMUG023477.2,l17605
NONMMUG023479.2,l17606
NONMMUG023480.2,l17607
NONMMUG023481.2,l17608
NONMMUG023482.2,l17609
NONMMUG023484.2,l17610
NONMMUG067122.2,l17611
NONMMUG023488.2,l17612
NONMMUG068324.1,l17613
NONMMUG023491.2,l17614
NONMMUG023492.2,l17615
NONMMUG023493.2,l17616
NONMMUG023495.2,l17617
NONMMUG023497.2,l17618
NONMMUG023501.3,l17619
NONMMUG023503.2,l17620
NONMMUG068329.1,l17621
NONMMUG023504.2,l17622
NONMMUG023506.2,l17623
NONMMUG023508.2,l17624
NONMMUG023509.2,l17625
NONMMUG023510.2,l17626
NONMMUG023513.2,l17627
NONMMUG023514.2,l17628
NONMMUG023517.2,l17629
NONMMUG023518.2,l17630
NONMMUG023519.2,l17631
NONMMUG021920.2,l17632
NONMMUG067131.1,l17633
NONMMUG023520.2,l17634
NONMMUG023521.2,l17635
NONMMUG023523.2,l17636
NONMMUG023524.2,l17637
NONMMUG023527.2,l17638
NONMMUG068333.1,l17639
NONMMUG023529.2,l17640
NONMMUG023526.2,l17641
NONMMUG023530.2,l17642
NONMMUG023532.2,l17643
NONMMUG023536.2,l17644
NONMMUG068335.1,l17645
NONMMUG023537.3,l17646
NONMMUG023539.2,l17647
NONMMUG023547.2,l17648
NONMMUG023548.2,l17649
NONMMUG023549.2,l17650
NONMMUG023551.2,l17651
NONMMUG068339.1,l17652
NONMMUG023552.2,l17653
NONMMUG023557.2,l17654
NONMMUG023560.2,l17655
NONMMUG023561.2,l17656
NONMMUG023562.2,l17657
NONMMUG023566.2,l17658
NONMMUG023567.2,l17659
NONMMUG067139.1,l17660
NONMMUG023568.2,l17661
NONMMUG023569.2,l17662
NONMMUG023570.3,l17663
NONMMUG023574.2,l17664
NONMMUG023575.2,l17665
NONMMUG023582.2,l17666
NONMMUG023583.2,l17667
NONMMUG023584.2,l17668
NONMMUG023586.2,l17669
NONMMUG023587.2,l17670
NONMMUG023588.2,l17671
NONMMUG068340.1,l17672
NONMMUG023589.2,l17673
NONMMUG023590.2,l17674
NONMMUG023592.2,l17675
NONMMUG021922.2,l17676
NONMMUG023599.2,l17677
NONMMUG023601.2,l17678
NONMMUG023602.2,l17679
NONMMUG021923.2,l17680
NONMMUG023611.2,l17681
NONMMUG023612.2,l17682
NONMMUG067182.1,l17683
NONMMUG023613.2,l17684
NONMMUG023616.2,l17685
NONMMUG023615.2,l17686
NONMMUG023617.2,l17687
NONMMUG023618.2,l17688
NONMMUG023619.2,l17689
NONMMUG023628.2,l17690
NONMMUG023631.2,l17691
NONMMUG023632.2,l17692
NONMMUG023633.2,l17693
NONMMUG068354.1,l17694
NONMMUG023634.2,l17695
NONMMUG067188.1,l17696
NONMMUG067189.1,l17697
NONMMUG023636.2,l17698
NONMMUG023637.2,l17699
NONMMUG023640.2,l17700
NONMMUG023645.2,l17701
NONMMUG023646.2,l17702
NONMMUG023647.3,l17703
NONMMUG023657.2,l17704
NONMMUG023658.3,l17705
NONMMUG023660.2,l17706
NONMMUG023661.2,l17707
NONMMUG023662.2,l17708
NONMMUG023663.2,l17709
NONMMUG023671.2,l17710
NONMMUG023675.2,l17711
NONMMUG023683.2,l17712
NONMMUG068363.1,l17713
NONMMUG023684.2,l17714
NONMMUG023690.2,l17715
NONMMUG067197.1,l17716
NONMMUG023692.2,l17717
NONMMUG023699.2,l17718
NONMMUG023704.2,l17719
NONMMUG023716.2,l17720
NONMMUG023717.2,l17721
NONMMUG023718.2,l17722
NONMMUG023719.2,l17723
NONMMUG023720.2,l17724
NONMMUG023721.2,l17725
NONMMUG023723.2,l17726
NONMMUG092144.1,l17727
NONMMUG023725.2,l17728
NONMMUG068367.1,l17729
NONMMUG023727.2,l17730
NONMMUG068368.1,l17731
NONMMUG068369.1,l17732
NONMMUG023730.2,l17733
NONMMUG023736.2,l17734
NONMMUG023737.2,l17735
NONMMUG023741.2,l17736
NONMMUG023743.2,l17737
NONMMUG023745.2,l17738
NONMMUG023746.2,l17739
NONMMUG023747.2,l17740
NONMMUG023748.2,l17741
NONMMUG023750.3,l17742
NONMMUG023752.2,l17743
NONMMUG023756.2,l17744
NONMMUG023760.2,l17745
NONMMUG023762.2,l17746
NONMMUG023763.2,l17747
NONMMUG023765.2,l17748
NONMMUG023766.3,l17749
NONMMUG023767.2,l17750
NONMMUG023771.2,l17751
NONMMUG023774.2,l17752
NONMMUG023775.2,l17753
NONMMUG023776.2,l17754
NONMMUG023777.2,l17755
NONMMUG067200.1,l17756
NONMMUG023779.2,l17757
NONMMUG067202.1,l17758
NONMMUG023780.2,l17759
NONMMUG023778.2,l17760
NONMMUG023781.2,l17761
NONMMUG023782.2,l17762
NONMMUG023783.2,l17763
NONMMUG023784.2,l17764
NONMMUG023786.2,l17765
NONMMUG023789.2,l17766
NONMMUG023791.2,l17767
NONMMUG023792.2,l17768
NONMMUG023793.2,l17769
NONMMUG023794.2,l17770
NONMMUG023795.2,l17771
NONMMUG067205.1,l17772
NONMMUG023797.2,l17773
NONMMUG023798.2,l17774
NONMMUG023800.2,l17775
NONMMUG021929.2,l17776
NONMMUG023801.2,l17777
NONMMUG023802.2,l17778
NONMMUG023805.2,l17779
NONMMUG023808.2,l17780
NONMMUG023809.2,l17781
NONMMUG023810.2,l17782
NONMMUG023812.2,l17783
NONMMUG023813.2,l17784
NONMMUG023814.2,l17785
NONMMUG023815.2,l17786
NONMMUG023816.2,l17787
NONMMUG023817.2,l17788
NONMMUG023818.2,l17789
NONMMUG023819.2,l17790
NONMMUG023820.2,l17791
NONMMUG023821.2,l17792
NONMMUG023822.2,l17793
NONMMUG023823.2,l17794
NONMMUG023824.2,l17795
NONMMUG023825.2,l17796
NONMMUG023828.2,l17797
NONMMUG023831.2,l17798
NONMMUG023832.2,l17799
NONMMUG023833.2,l17800
NONMMUG023834.2,l17801
NONMMUG023841.2,l17802
NONMMUG023843.2,l17803
NONMMUG068384.1,l17804
NONMMUG023844.2,l17805
NONMMUG023846.2,l17806
NONMMUG023847.2,l17807
NONMMUG023848.2,l17808
NONMMUG023849.2,l17809
NONMMUG023850.2,l17810
NONMMUG023855.2,l17811
NONMMUG023857.2,l17812
NONMMUG023858.2,l17813
NONMMUG023859.2,l17814
NONMMUG023860.2,l17815
NONMMUG023861.2,l17816
NONMMUG067216.1,l17817
NONMMUG023862.3,l17818
NONMMUG092436.1,l17819
NONMMUG092437.1,l17820
NONMMUG023865.2,l17821
NONMMUG023866.3,l17822
NONMMUG023868.2,l17823
NONMMUG021932.2,l17824
NONMMUG023870.2,l17825
NONMMUG023877.2,l17826
NONMMUG023878.2,l17827
NONMMUG023879.2,l17828
NONMMUG023882.2,l17829
NONMMUG068410.2,l17830
NONMMUG067221.1,l17831
NONMMUG068408.1,l17832
NONMMUG068411.1,l17833
NONMMUG067927.1,l17834
NONMMUG068412.1,l17835
NONMMUG068413.1,l17836
NONMMUG021933.2,l17837
NONMMUG023887.2,l17838
NONMMUG023888.2,l17839
NONMMUG023889.2,l17840
NONMMUG023891.2,l17841
NONMMUG023892.2,l17842
NONMMUG023893.2,l17843
NONMMUG023894.2,l17844
NONMMUG021934.2,l17845
NONMMUG067224.1,l17846
NONMMUG023900.2,l17847
NONMMUG023902.2,l17848
NONMMUG021936.2,l17849
NONMMUG023904.2,l17850
NONMMUG023905.2,l17851
NONMMUG023906.2,l17852
NONMMUG023907.2,l17853
NONMMUG023908.2,l17854
NONMMUG023909.2,l17855
NONMMUG023910.2,l17856
NONMMUG023911.2,l17857
NONMMUG023912.2,l17858
NONMMUG023913.2,l17859
NONMMUG023914.2,l17860
NONMMUG023915.2,l17861
NONMMUG023916.2,l17862
NONMMUG023917.2,l17863
NONMMUG023918.2,l17864
NONMMUG023919.2,l17865
NONMMUG023920.2,l17866
NONMMUG023921.2,l17867
NONMMUG023923.2,l17868
NONMMUG023924.2,l17869
NONMMUG023925.2,l17870
NONMMUG023926.2,l17871
NONMMUG023927.2,l17872
NONMMUG023928.2,l17873
NONMMUG068417.1,l17874
NONMMUG023929.2,l17875
NONMMUG023930.2,l17876
NONMMUG023932.2,l17877
NONMMUG021940.2,l17878
NONMMUG023934.2,l17879
NONMMUG021943.2,l17880
NONMMUG021944.2,l17881
NONMMUG092306.1,l17882
NONMMUG092031.1,l17883
NONMMUG021945.2,l17884
NONMMUG021946.2,l17885
NONMMUG021947.2,l17886
NONMMUG021948.2,l17887
NONMMUG027403.2,l17888
NONMMUG027407.2,l17889
NONMMUG092963.1,l17890
NONMMUG027410.3,l17891
NONMMUG027413.2,l17892
NONMMUG027414.2,l17893
NONMMUG027415.2,l17894
NONMMUG027416.2,l17895
NONMMUG027417.2,l17896
NONMMUG027418.2,l17897
NONMMUG027419.2,l17898
NONMMUG027420.2,l17899
NONMMUG027426.2,l17900
NONMMUG026057.2,l17901
NONMMUG027430.2,l17902
NONMMUG027431.2,l17903
NONMMUG027437.2,l17904
NONMMUG027440.2,l17905
NONMMUG027441.2,l17906
NONMMUG027446.2,l17907
NONMMUG027448.2,l17908
NONMMUG027449.2,l17909
NONMMUG027450.2,l17910
NONMMUG027451.2,l17911
NONMMUG027455.2,l17912
NONMMUG027456.2,l17913
NONMMUG027462.2,l17914
NONMMUG027463.2,l17915
NONMMUG027464.2,l17916
NONMMUG027465.2,l17917
NONMMUG027466.2,l17918
NONMMUG069982.1,l17919
NONMMUG069984.1,l17920
NONMMUG069985.1,l17921
NONMMUG069988.1,l17922
NONMMUG069989.1,l17923
NONMMUG069991.1,l17924
NONMMUG069992.1,l17925
NONMMUG027468.2,l17926
NONMMUG069995.1,l17927
NONMMUG027467.2,l17928
NONMMUG069999.1,l17929
NONMMUG070002.1,l17930
NONMMUG070004.1,l17931
NONMMUG071285.1,l17932
NONMMUG027469.2,l17933
NONMMUG027470.2,l17934
NONMMUG027473.2,l17935
NONMMUG027474.2,l17936
NONMMUG027475.2,l17937
NONMMUG027479.2,l17938
NONMMUG027480.2,l17939
NONMMUG027481.2,l17940
NONMMUG026064.2,l17941
NONMMUG069129.1,l17942
NONMMUG027486.2,l17943
NONMMUG027487.2,l17944
NONMMUG026066.2,l17945
NONMMUG026067.2,l17946
NONMMUG027492.2,l17947
NONMMUG071300.1,l17948
NONMMUG027495.2,l17949
NONMMUG027497.2,l17950
NONMMUG027498.2,l17951
NONMMUG027499.2,l17952
NONMMUG027500.2,l17953
NONMMUG026068.2,l17954
NONMMUG027501.2,l17955
NONMMUG027502.2,l17956
NONMMUG027503.2,l17957
NONMMUG026069.2,l17958
NONMMUG027507.2,l17959
NONMMUG027508.2,l17960
NONMMUG027509.2,l17961
NONMMUG027510.2,l17962
NONMMUG027512.2,l17963
NONMMUG027514.2,l17964
NONMMUG027517.2,l17965
NONMMUG027518.2,l17966
NONMMUG027519.2,l17967
NONMMUG027520.2,l17968
NONMMUG027521.2,l17969
NONMMUG027522.2,l17970
NONMMUG026070.2,l17971
NONMMUG026071.2,l17972
NONMMUG027525.2,l17973
NONMMUG070026.1,l17974
NONMMUG027526.2,l17975
NONMMUG027527.2,l17976
NONMMUG027528.2,l17977
NONMMUG027529.2,l17978
NONMMUG027531.2,l17979
NONMMUG027532.2,l17980
NONMMUG027539.2,l17981
NONMMUG027540.2,l17982
NONMMUG071311.1,l17983
NONMMUG027544.2,l17984
NONMMUG027545.2,l17985
NONMMUG027546.2,l17986
NONMMUG071312.1,l17987
NONMMUG027548.2,l17988
NONMMUG071314.1,l17989
NONMMUG027549.2,l17990
NONMMUG027553.2,l17991
NONMMUG027554.2,l17992
NONMMUG027556.2,l17993
NONMMUG027557.2,l17994
NONMMUG027558.2,l17995
NONMMUG027559.2,l17996
NONMMUG027560.2,l17997
NONMMUG027561.2,l17998
NONMMUG027562.2,l17999
NONMMUG027563.2,l18000
NONMMUG027564.2,l18001
NONMMUG092786.1,l18002
NONMMUG027574.2,l18003
NONMMUG027581.2,l18004
NONMMUG027582.2,l18005
NONMMUG027583.2,l18006
NONMMUG027584.2,l18007
NONMMUG027586.2,l18008
NONMMUG027588.2,l18009
NONMMUG027590.2,l18010
NONMMUG071322.1,l18011
NONMMUG027592.2,l18012
NONMMUG027594.2,l18013
NONMMUG071337.1,l18014
NONMMUG071338.1,l18015
NONMMUG092787.1,l18016
NONMMUG071343.1,l18017
NONMMUG027595.2,l18018
NONMMUG070056.1,l18019
NONMMUG027596.2,l18020
NONMMUG027597.2,l18021
NONMMUG027598.2,l18022
NONMMUG027603.2,l18023
NONMMUG027604.2,l18024
NONMMUG027605.2,l18025
NONMMUG027606.2,l18026
NONMMUG027611.2,l18027
NONMMUG070068.1,l18028
NONMMUG027616.2,l18029
NONMMUG027617.2,l18030
NONMMUG027619.2,l18031
NONMMUG027622.2,l18032
NONMMUG027623.2,l18033
NONMMUG027626.2,l18034
NONMMUG027629.2,l18035
NONMMUG027630.2,l18036
NONMMUG027631.2,l18037
NONMMUG027632.2,l18038
NONMMUG027633.2,l18039
NONMMUG027636.2,l18040
NONMMUG027638.2,l18041
NONMMUG027639.2,l18042
NONMMUG027643.2,l18043
NONMMUG027640.2,l18044
NONMMUG027641.2,l18045
NONMMUG027651.2,l18046
NONMMUG027654.2,l18047
NONMMUG027655.2,l18048
NONMMUG070090.1,l18049
NONMMUG027656.2,l18050
NONMMUG027657.2,l18051
NONMMUG071357.1,l18052
NONMMUG027660.2,l18053
NONMMUG027663.2,l18054
NONMMUG027665.2,l18055
NONMMUG027671.2,l18056
NONMMUG027672.2,l18057
NONMMUG070093.1,l18058
NONMMUG027678.2,l18059
NONMMUG027679.2,l18060
NONMMUG027680.2,l18061
NONMMUG027681.2,l18062
NONMMUG027682.2,l18063
NONMMUG027683.2,l18064
NONMMUG027684.2,l18065
NONMMUG027686.2,l18066
NONMMUG027689.2,l18067
NONMMUG027691.2,l18068
NONMMUG027692.2,l18069
NONMMUG027696.2,l18070
NONMMUG027697.2,l18071
NONMMUG027699.2,l18072
NONMMUG027700.2,l18073
NONMMUG027702.2,l18074
NONMMUG027704.2,l18075
NONMMUG027705.2,l18076
NONMMUG027707.2,l18077
NONMMUG027709.2,l18078
NONMMUG027710.2,l18079
NONMMUG027711.2,l18080
NONMMUG027714.2,l18081
NONMMUG027716.2,l18082
NONMMUG027717.2,l18083
NONMMUG027718.2,l18084
NONMMUG027722.2,l18085
NONMMUG027724.2,l18086
NONMMUG027727.2,l18087
NONMMUG027729.2,l18088
NONMMUG027730.2,l18089
NONMMUG092798.1,l18090
NONMMUG027731.2,l18091
NONMMUG070121.1,l18092
NONMMUG027735.2,l18093
NONMMUG027736.2,l18094
NONMMUG027741.2,l18095
NONMMUG027742.2,l18096
NONMMUG027743.2,l18097
NONMMUG027744.2,l18098
NONMMUG027746.2,l18099
NONMMUG027747.2,l18100
NONMMUG027753.2,l18101
NONMMUG026077.2,l18102
NONMMUG070139.2,l18103
NONMMUG070131.1,l18104
NONMMUG070132.1,l18105
NONMMUG070133.1,l18106
NONMMUG070134.1,l18107
NONMMUG070135.1,l18108
NONMMUG070136.1,l18109
NONMMUG070137.1,l18110
NONMMUG070138.1,l18111
NONMMUG070140.1,l18112
NONMMUG070141.1,l18113
NONMMUG071392.2,l18114
NONMMUG027758.2,l18115
NONMMUG070142.1,l18116
NONMMUG070143.1,l18117
NONMMUG027759.2,l18118
NONMMUG070144.1,l18119
NONMMUG070145.1,l18120
NONMMUG070146.1,l18121
NONMMUG070147.1,l18122
NONMMUG027760.2,l18123
NONMMUG027761.2,l18124
NONMMUG027763.2,l18125
NONMMUG027767.2,l18126
NONMMUG027770.2,l18127
NONMMUG071394.1,l18128
NONMMUG071397.1,l18129
NONMMUG027772.2,l18130
NONMMUG027774.2,l18131
NONMMUG027775.2,l18132
NONMMUG027776.3,l18133
NONMMUG071403.1,l18134
NONMMUG071407.1,l18135
NONMMUG071409.1,l18136
NONMMUG070157.1,l18137
NONMMUG071414.1,l18138
NONMMUG071416.1,l18139
NONMMUG071418.1,l18140
NONMMUG071419.1,l18141
NONMMUG071422.1,l18142
NONMMUG071427.1,l18143
NONMMUG071429.1,l18144
NONMMUG071430.1,l18145
NONMMUG071431.1,l18146
NONMMUG071433.1,l18147
NONMMUG071436.1,l18148
NONMMUG071442.1,l18149
NONMMUG071443.1,l18150
NONMMUG071444.1,l18151
NONMMUG071447.1,l18152
NONMMUG071449.1,l18153
NONMMUG071450.1,l18154
NONMMUG071451.1,l18155
NONMMUG071452.1,l18156
NONMMUG071453.1,l18157
NONMMUG071458.1,l18158
NONMMUG071459.1,l18159
NONMMUG071460.1,l18160
NONMMUG071462.1,l18161
NONMMUG071463.1,l18162
NONMMUG071464.1,l18163
NONMMUG071465.1,l18164
NONMMUG071466.1,l18165
NONMMUG071467.1,l18166
NONMMUG071468.1,l18167
NONMMUG071469.1,l18168
NONMMUG071470.1,l18169
NONMMUG071471.1,l18170
NONMMUG071472.1,l18171
NONMMUG071476.1,l18172
NONMMUG071477.1,l18173
NONMMUG071478.1,l18174
NONMMUG071479.1,l18175
NONMMUG071482.1,l18176
NONMMUG071483.1,l18177
NONMMUG071484.1,l18178
NONMMUG071485.1,l18179
NONMMUG071486.1,l18180
NONMMUG070158.2,l18181
NONMMUG071487.1,l18182
NONMMUG071488.1,l18183
NONMMUG071489.1,l18184
NONMMUG071490.1,l18185
NONMMUG071491.1,l18186
NONMMUG071492.1,l18187
NONMMUG071493.1,l18188
NONMMUG071494.1,l18189
NONMMUG070159.1,l18190
NONMMUG071495.1,l18191
NONMMUG070160.1,l18192
NONMMUG071496.1,l18193
NONMMUG071497.1,l18194
NONMMUG071498.1,l18195
NONMMUG071499.1,l18196
NONMMUG071500.1,l18197
NONMMUG071501.1,l18198
NONMMUG071503.1,l18199
NONMMUG071504.1,l18200
NONMMUG071505.1,l18201
NONMMUG071506.1,l18202
NONMMUG071508.1,l18203
NONMMUG071509.1,l18204
NONMMUG071510.1,l18205
NONMMUG071511.1,l18206
NONMMUG071512.1,l18207
NONMMUG071513.1,l18208
NONMMUG071514.1,l18209
NONMMUG071515.1,l18210
NONMMUG071516.1,l18211
NONMMUG071517.1,l18212
NONMMUG071518.1,l18213
NONMMUG071519.1,l18214
NONMMUG071520.1,l18215
NONMMUG070163.1,l18216
NONMMUG027780.2,l18217
NONMMUG027782.2,l18218
NONMMUG027783.3,l18219
NONMMUG070164.1,l18220
NONMMUG070165.1,l18221
NONMMUG070167.1,l18222
NONMMUG027784.2,l18223
NONMMUG027785.2,l18224
NONMMUG027792.2,l18225
NONMMUG027793.2,l18226
NONMMUG027794.2,l18227
NONMMUG027796.2,l18228
NONMMUG027800.3,l18229
NONMMUG027801.3,l18230
NONMMUG027804.2,l18231
NONMMUG027805.2,l18232
NONMMUG071539.1,l18233
NONMMUG027814.2,l18234
NONMMUG027815.2,l18235
NONMMUG070173.1,l18236
NONMMUG027816.2,l18237
NONMMUG027817.2,l18238
NONMMUG027818.2,l18239
NONMMUG027819.2,l18240
NONMMUG027821.2,l18241
NONMMUG027822.2,l18242
NONMMUG027823.2,l18243
NONMMUG071547.1,l18244
NONMMUG027825.2,l18245
NONMMUG027827.2,l18246
NONMMUG027829.2,l18247
NONMMUG027831.2,l18248
NONMMUG027832.2,l18249
NONMMUG071548.1,l18250
NONMMUG027833.2,l18251
NONMMUG027834.3,l18252
NONMMUG027838.2,l18253
NONMMUG027849.2,l18254
NONMMUG027854.2,l18255
NONMMUG027857.2,l18256
NONMMUG071560.1,l18257
NONMMUG071561.1,l18258
NONMMUG027858.2,l18259
NONMMUG027859.2,l18260
NONMMUG027860.2,l18261
NONMMUG027861.2,l18262
NONMMUG027862.2,l18263
NONMMUG027863.2,l18264
NONMMUG027864.2,l18265
NONMMUG027865.2,l18266
NONMMUG027866.2,l18267
NONMMUG027870.2,l18268
NONMMUG027871.2,l18269
NONMMUG027872.2,l18270
NONMMUG027874.2,l18271
NONMMUG027875.2,l18272
NONMMUG027877.2,l18273
NONMMUG027878.2,l18274
NONMMUG027879.2,l18275
NONMMUG070204.1,l18276
NONMMUG070205.1,l18277
NONMMUG027880.2,l18278
NONMMUG027881.2,l18279
NONMMUG027882.2,l18280
NONMMUG027884.2,l18281
NONMMUG070207.1,l18282
NONMMUG071570.1,l18283
NONMMUG071571.1,l18284
NONMMUG071572.1,l18285
NONMMUG071573.1,l18286
NONMMUG071574.1,l18287
NONMMUG071575.1,l18288
NONMMUG071576.1,l18289
NONMMUG071577.1,l18290
NONMMUG027883.2,l18291
NONMMUG092998.1,l18292
NONMMUG027886.2,l18293
NONMMUG027891.2,l18294
NONMMUG027893.3,l18295
NONMMUG092999.1,l18296
NONMMUG027896.2,l18297
NONMMUG027898.2,l18298
NONMMUG027899.2,l18299
NONMMUG027901.2,l18300
NONMMUG027912.3,l18301
NONMMUG027913.2,l18302
NONMMUG027914.2,l18303
NONMMUG027915.2,l18304
NONMMUG027918.2,l18305
NONMMUG027920.2,l18306
NONMMUG071591.1,l18307
NONMMUG027925.2,l18308
NONMMUG027926.2,l18309
NONMMUG027927.2,l18310
NONMMUG027929.2,l18311
NONMMUG027930.2,l18312
NONMMUG027931.2,l18313
NONMMUG027932.2,l18314
NONMMUG070229.1,l18315
NONMMUG027936.2,l18316
NONMMUG027950.2,l18317
NONMMUG027952.2,l18318
NONMMUG027953.2,l18319
NONMMUG027954.2,l18320
NONMMUG070236.1,l18321
NONMMUG027955.2,l18322
NONMMUG027956.2,l18323
NONMMUG027958.3,l18324
NONMMUG027960.2,l18325
NONMMUG027961.2,l18326
NONMMUG027964.2,l18327
NONMMUG027965.2,l18328
NONMMUG027966.2,l18329
NONMMUG070248.1,l18330
NONMMUG070249.1,l18331
NONMMUG027970.2,l18332
NONMMUG027971.2,l18333
NONMMUG027972.2,l18334
NONMMUG027973.2,l18335
NONMMUG027974.2,l18336
NONMMUG027975.2,l18337
NONMMUG027976.2,l18338
NONMMUG027979.2,l18339
NONMMUG027980.2,l18340
NONMMUG027981.2,l18341
NONMMUG027983.2,l18342
NONMMUG027987.3,l18343
NONMMUG093007.1,l18344
NONMMUG027990.2,l18345
NONMMUG027993.2,l18346
NONMMUG027994.2,l18347
NONMMUG071635.2,l18348
NONMMUG071637.1,l18349
NONMMUG070265.1,l18350
NONMMUG071638.1,l18351
NONMMUG027997.3,l18352
NONMMUG092814.1,l18353
NONMMUG093009.1,l18354
NONMMUG027998.2,l18355
NONMMUG027999.2,l18356
NONMMUG028000.2,l18357
NONMMUG028001.2,l18358
NONMMUG071639.1,l18359
NONMMUG028002.2,l18360
NONMMUG070287.1,l18361
NONMMUG096703.1,l18362
NONMMUG026079.2,l18363
NONMMUG026080.2,l18364
NONMMUG026081.2,l18365
NONMMUG028006.2,l18366
NONMMUG028007.2,l18367
NONMMUG028008.2,l18368
NONMMUG028009.2,l18369
NONMMUG028010.3,l18370
NONMMUG028011.2,l18371
NONMMUG028012.2,l18372
NONMMUG028013.2,l18373
NONMMUG028014.2,l18374
NONMMUG028015.2,l18375
NONMMUG070290.1,l18376
NONMMUG071642.1,l18377
NONMMUG070291.1,l18378
NONMMUG070292.1,l18379
NONMMUG071643.1,l18380
NONMMUG028016.2,l18381
NONMMUG028018.2,l18382
NONMMUG028019.2,l18383
NONMMUG071645.1,l18384
NONMMUG028020.2,l18385
NONMMUG070293.1,l18386
NONMMUG028021.2,l18387
NONMMUG028022.2,l18388
NONMMUG028024.2,l18389
NONMMUG026082.2,l18390
NONMMUG026083.2,l18391
NONMMUG028031.2,l18392
NONMMUG028032.2,l18393
NONMMUG028033.2,l18394
NONMMUG028034.2,l18395
NONMMUG028035.2,l18396
NONMMUG028036.2,l18397
NONMMUG071647.1,l18398
NONMMUG028037.2,l18399
NONMMUG026084.2,l18400
NONMMUG071648.1,l18401
NONMMUG026085.2,l18402
NONMMUG026086.2,l18403
NONMMUG028045.2,l18404
NONMMUG028049.2,l18405
NONMMUG028051.2,l18406
NONMMUG028052.2,l18407
NONMMUG028054.2,l18408
NONMMUG028055.2,l18409
NONMMUG028056.2,l18410
NONMMUG028058.2,l18411
NONMMUG028062.2,l18412
NONMMUG028064.2,l18413
NONMMUG028065.2,l18414
NONMMUG028068.2,l18415
NONMMUG028069.2,l18416
NONMMUG026087.2,l18417
NONMMUG026088.2,l18418
NONMMUG028074.2,l18419
NONMMUG028075.2,l18420
NONMMUG028076.2,l18421
NONMMUG028077.2,l18422
NONMMUG028078.2,l18423
NONMMUG026089.2,l18424
NONMMUG028079.2,l18425
NONMMUG028080.2,l18426
NONMMUG028081.2,l18427
NONMMUG028082.2,l18428
NONMMUG028083.2,l18429
NONMMUG028084.2,l18430
NONMMUG028085.2,l18431
NONMMUG028086.2,l18432
NONMMUG028087.2,l18433
NONMMUG028089.2,l18434
NONMMUG028090.2,l18435
NONMMUG026091.2,l18436
NONMMUG028095.2,l18437
NONMMUG028096.2,l18438
NONMMUG028097.2,l18439
NONMMUG028098.2,l18440
NONMMUG028099.2,l18441
NONMMUG028100.2,l18442
NONMMUG028101.2,l18443
NONMMUG028102.2,l18444
NONMMUG028103.2,l18445
NONMMUG028104.2,l18446
NONMMUG028105.2,l18447
NONMMUG092823.1,l18448
NONMMUG028106.2,l18449
NONMMUG028107.2,l18450
NONMMUG028108.2,l18451
NONMMUG028109.2,l18452
NONMMUG028111.2,l18453
NONMMUG028112.2,l18454
NONMMUG028113.2,l18455
NONMMUG028115.2,l18456
NONMMUG028116.2,l18457
NONMMUG028117.2,l18458
NONMMUG028119.2,l18459
NONMMUG071668.1,l18460
NONMMUG028123.2,l18461
NONMMUG028124.2,l18462
NONMMUG028125.2,l18463
NONMMUG028129.2,l18464
NONMMUG028130.2,l18465
NONMMUG028131.2,l18466
NONMMUG028132.2,l18467
NONMMUG028133.2,l18468
NONMMUG028134.2,l18469
NONMMUG028135.2,l18470
NONMMUG028136.2,l18471
NONMMUG028137.2,l18472
NONMMUG070332.1,l18473
NONMMUG028138.2,l18474
NONMMUG070333.1,l18475
NONMMUG071675.1,l18476
NONMMUG028141.2,l18477
NONMMUG026094.2,l18478
NONMMUG028143.2,l18479
NONMMUG028144.2,l18480
NONMMUG070336.1,l18481
NONMMUG028146.2,l18482
NONMMUG028150.2,l18483
NONMMUG028151.2,l18484
NONMMUG028155.2,l18485
NONMMUG028157.2,l18486
NONMMUG071677.1,l18487
NONMMUG028160.2,l18488
NONMMUG028161.2,l18489
NONMMUG028162.2,l18490
NONMMUG028164.2,l18491
NONMMUG028166.2,l18492
NONMMUG028167.2,l18493
